steps, time(s), memory(MB)
0, 0.02172131, 1.2524871826171875
1000, 0.070991183, 8.482925415039062
2000, 0.089552831, 21.980972290039062
3000, 0.107594351, 2.4828414916992188
4000, 0.11883672, 15.980888366699219
5000, 0.130860298, 29.48284149169922
6000, 0.144308925, 4.989044189453125
7000, 0.154116531, 18.490997314453125
8000, 0.164514583, 31.989044189453125
9000, 0.175436618, 7.481544494628906
10000, 0.186754229, 20.979591369628906
11000, 0.196927543, 34.481544494628906
12000, 0.211591987, 9.978370666503906
13000, 0.222420655, 23.480323791503906
14000, 0.231664873, 36.480323791503906
15000, 0.242847337, 2.9825668334960938
16000, 0.251842473, 16.484519958496094
17000, 0.261059081, 29.982566833496094
18000, 0.270077969, 43.484519958496094
19000, 0.280302268, 9.984077453613281
20000, 0.289361931, 23.48603057861328
21000, 0.29826153, 36.98407745361328
22000, 0.30807161, 3.4827804565429688
23000, 0.317148344, 16.48278045654297
24000, 0.325970911, 29.98082733154297
25000, 0.334828446, 43.48278045654297
26000, 0.347221845, 10.008087158203125
27000, 0.359829918, 23.510040283203125
28000, 0.369872848, 37.008087158203125
29000, 0.378846168, 50.510040283203125
30000, 0.389073618, 1.9926605224609375
31000, 0.399588323, 15.494613647460938
32000, 0.411353842, 28.494613647460938
33000, 0.423934571, 41.99266052246094
34000, 0.436754575, 55.49461364746094
35000, 0.451046325, 6.98846435546875
36000, 0.463852928, 20.49041748046875
37000, 0.476577489, 33.98846435546875
38000, 0.489201974, 47.49041748046875
39000, 0.501814116, 60.98846435546875
40000, 0.515803845, 12.017349243164062
41000, 0.52856934, 25.519302368164062
42000, 0.541186292, 39.01734924316406
43000, 0.553774672, 52.51930236816406
44000, 0.567943472, 4.000816345214844
45000, 0.584145599, 17.502769470214844
46000, 0.599293333, 31.000816345214844
47000, 0.612385391, 44.502769470214844
48000, 0.625090816, 58.000816345214844
49000, 0.637757044, 71.00081634521484
50000, 0.651685385, 9.499618530273438
51000, 0.664475061, 22.997665405273438
52000, 0.677061614, 36.49961853027344
53000, 0.689544712, 49.99766540527344
54000, 0.702162755, 63.49961853027344
55000, 0.715763304, 1.9996337890625
56000, 0.729183904, 15.5015869140625
57000, 0.742042767, 28.9996337890625
58000, 0.754822513, 41.9996337890625
59000, 0.767762717, 55.5015869140625
60000, 0.780363854, 68.9996337890625
61000, 0.793659456, 7.5035552978515625
62000, 0.806266061, 21.001602172851562
63000, 0.819052183, 34.50355529785156
64000, 0.831637766, 48.00160217285156
65000, 0.844219952, 61.50355529785156
66000, 0.856989205, 74.50355529785156
67000, 0.870348942, 13.0059814453125
68000, 0.882839035, 26.5079345703125
69000, 0.895327937, 40.0059814453125
70000, 0.907857232, 53.5079345703125
71000, 0.920512057, 67.0059814453125
72000, 0.934952349, 5.5123291015625
73000, 0.947713895, 19.0103759765625
74000, 0.960397315, 32.5123291015625
75000, 0.973012349, 45.5123291015625
76000, 0.985551956, 59.0103759765625
77000, 0.99808017, 72.5123291015625
78000, 1.011219464, 11.016738891601562
79000, 1.023954604, 24.518692016601562
80000, 1.036689678, 38.01673889160156
81000, 1.04923084, 51.51869201660156
82000, 1.061763489, 65.01673889160156
83000, 1.075783912, 3.5211181640625
84000, 1.088532396, 16.5211181640625
85000, 1.101054073, 30.0191650390625
86000, 1.113765409, 43.5211181640625
87000, 1.126442171, 57.0191650390625
88000, 1.139016302, 70.5211181640625
89000, 1.152521398, 9.0216064453125
90000, 1.165251705, 22.5235595703125
91000, 1.178092992, 36.0216064453125
92000, 1.190673944, 49.5235595703125
93000, 1.203331553, 62.5235595703125
94000, 1.215983316, 76.0216064453125
95000, 1.229491355, 14.527969360351562
96000, 1.242055993, 28.026016235351562
97000, 1.254619492, 41.52796936035156
98000, 1.267293526, 55.02601623535156
99000, 1.2798067, 68.52796936035156
100000, 1.293870769, 7.0284576416015625
101000, 1.306656257, 20.028457641601562
102000, 1.319326572, 33.53041076660156
103000, 1.33193904, 47.02845764160156
104000, 1.344487738, 60.53041076660156
105000, 1.356996875, 74.02845764160156
106000, 1.370354256, 12.536773681640625
107000, 1.382924275, 26.034820556640625
108000, 1.395464991, 39.536773681640625
109000, 1.408011392, 53.034820556640625
110000, 1.42067063, 66.03482055664062
111000, 1.434058152, 4.5372467041015625
112000, 1.446594434, 18.035293579101562
113000, 1.459124422, 31.537246704101562
114000, 1.47199947, 45.03529357910156
115000, 1.484487897, 58.53724670410156
116000, 1.497007545, 72.03529357910156
117000, 1.510218435, 10.539688110351562
118000, 1.523004617, 24.037734985351562
119000, 1.535628194, 37.03773498535156
120000, 1.548453591, 50.53968811035156
121000, 1.561243838, 64.03773498535156
122000, 1.574508774, 2.5401611328125
123000, 1.586985748, 16.0382080078125
124000, 1.599536781, 29.5401611328125
125000, 1.61200224, 43.0382080078125
126000, 1.624706476, 56.5401611328125
127000, 1.638127365, 69.5401611328125
128000, 1.651799101, 8.042617797851562
129000, 1.664727887, 21.544570922851562
130000, 1.677392171, 35.04261779785156
131000, 1.689876129, 48.54457092285156
132000, 1.702493001, 62.04261779785156
133000, 1.71509241, 75.54457092285156
134000, 1.729083936, 14.047012329101562
135000, 1.742001108, 27.548965454101562
136000, 1.75475778, 40.54896545410156
137000, 1.767505864, 54.04701232910156
138000, 1.780154273, 67.54896545410156
139000, 1.79334777, 6.0514068603515625
140000, 1.805930219, 19.553359985351562
141000, 1.818669163, 33.05140686035156
142000, 1.831241846, 46.55335998535156
143000, 1.843820906, 60.05140686035156
144000, 1.856436336, 73.55335998535156
145000, 1.869743383, 11.557754516601562
146000, 1.882312993, 25.055801391601562
147000, 1.894848475, 38.55775451660156
148000, 1.907422162, 52.05580139160156
149000, 1.920277005, 65.55775451660156
150000, 1.933574764, 4.062164306640625
151000, 1.946234985, 17.564117431640625
152000, 1.958834248, 31.062164306640625
153000, 1.971470959, 44.564117431640625
154000, 1.984026714, 57.564117431640625
155000, 1.996671931, 71.06216430664062
156000, 2.0099497, 9.566543579101562
157000, 2.022786864, 23.064590454101562
158000, 2.035468409, 36.56654357910156
159000, 2.048135035, 50.06459045410156
160000, 2.060693063, 63.56654357910156
161000, 2.074160193, 2.070953369140625
162000, 2.086690949, 15.070953369140625
163000, 2.100362859, 28.572906494140625
164000, 2.113447766, 42.070953369140625
165000, 2.126597588, 55.572906494140625
166000, 2.139234487, 69.07095336914062
167000, 2.152571542, 7.577301025390625
168000, 2.165169506, 21.075347900390625
169000, 2.177693286, 34.577301025390625
170000, 2.190792101, 48.075347900390625
171000, 2.203767507, 61.075347900390625
