#tm, #states, #transitions, steps, time(s), memory(MB)
4, 256, 65536, 0, 3.1332E-5, 1.2801895141601562
4, 256, 65536, 10, 0.058707841, 5.247894287109375
4, 256, 65536, 20, 0.109693501, 10.793670654296875
4, 256, 65536, 30, 0.166779599, 13.266815185546875
4, 256, 65536, 40, 0.220227966, 24.266815185546875
4, 256, 65536, 50, 0.268936417, 35.266815185546875
4, 256, 65536, 60, 0.311745687, 12.324234008789062
4, 256, 65536, 70, 0.364839101, 23.324234008789062
4, 256, 65536, 80, 0.400334781, 33.82228088378906
4, 256, 65536, 90, 0.439260409, 8.106361389160156
4, 256, 65536, 100, 0.484037663, 19.106361389160156
4, 256, 65536, 110, 0.519700994, 30.106361389160156
4, 256, 65536, 120, 0.559871841, 40.604408264160156
4, 256, 65536, 130, 0.611263053, 13.505790710449219
4, 256, 65536, 140, 0.651223468, 24.50579071044922
4, 256, 65536, 150, 0.678337723, 35.00774383544922
4, 256, 65536, 160, 0.696039001, 44.50579071044922
4, 256, 65536, 170, 0.721569491, 14.916435241699219
4, 256, 65536, 180, 0.757433955, 25.41448211669922
4, 256, 65536, 190, 0.788629574, 35.91643524169922
4, 256, 65536, 200, 0.814728087, 6.976951599121094
4, 256, 65536, 210, 0.851043117, 17.474998474121094
4, 256, 65536, 220, 0.885540014, 27.976951599121094
4, 256, 65536, 230, 0.911125998, 37.976951599121094
4, 256, 65536, 240, 0.940893927, 47.976951599121094
4, 256, 65536, 250, 0.96316253, 58.474998474121094
4, 256, 65536, 260, 1.009430604, 10.629051208496094
4, 256, 65536, 270, 1.031351252, 20.629051208496094
4, 256, 65536, 280, 1.053182245, 30.629051208496094
4, 256, 65536, 290, 1.079806496, 41.127098083496094
4, 256, 65536, 300, 1.097210494, 51.127098083496094
4, 256, 65536, 310, 1.114801412, 61.127098083496094
4, 256, 65536, 320, 1.151182147, 10.763954162597656
4, 256, 65536, 330, 1.172727982, 20.763954162597656
4, 256, 65536, 340, 1.198674142, 30.763954162597656
4, 256, 65536, 350, 1.211179138, 40.763954162597656
4, 256, 65536, 360, 1.22838695, 50.763954162597656
4, 256, 65536, 370, 1.241008527, 60.262001037597656
4, 256, 65536, 380, 1.258018516, 8.325416564941406
4, 256, 65536, 390, 1.280822534, 19.325416564941406
4, 256, 65536, 400, 1.293383186, 29.325416564941406
4, 256, 65536, 410, 1.31031483, 38.827369689941406
4, 256, 65536, 420, 1.331639258, 49.325416564941406
4, 256, 65536, 430, 1.348513994, 58.827369689941406
4, 256, 65536, 440, 1.369929012, 69.3254165649414
4, 256, 65536, 450, 1.398725273, 17.31487274169922
4, 256, 65536, 460, 1.418850371, 27.31487274169922
4, 256, 65536, 470, 1.443506071, 37.31487274169922
4, 256, 65536, 480, 1.454355286, 46.81682586669922
4, 256, 65536, 490, 1.479302587, 56.81682586669922
4, 256, 65536, 500, 1.498840129, 66.81682586669922
4, 256, 65536, 510, 1.511228207, 76.81682586669922
4, 256, 65536, 520, 1.519224894, 86.31487274169922
4, 256, 65536, 530, 1.53142062, 95.81682586669922
4, 256, 65536, 540, 1.543167423, 14.635368347167969
4, 256, 65536, 550, 1.55984639, 24.13341522216797
4, 256, 65536, 560, 1.572666997, 34.13341522216797
4, 256, 65536, 570, 1.580663092, 43.63536834716797
4, 256, 65536, 580, 1.588595114, 53.13341522216797
4, 256, 65536, 590, 1.596502812, 63.13341522216797
4, 256, 65536, 600, 1.60438196, 72.63536834716797
4, 256, 65536, 610, 1.625071028, 82.63536834716797
4, 256, 65536, 620, 1.632937588, 92.13341522216797
4, 256, 65536, 630, 1.645154358, 102.13341522216797
4, 256, 65536, 640, 1.665790507, 16.20171356201172
4, 256, 65536, 650, 1.673863279, 25.70366668701172
4, 256, 65536, 660, 1.686121684, 35.20171356201172
4, 256, 65536, 670, 1.694071685, 45.20171356201172
4, 256, 65536, 680, 1.702141265, 54.70366668701172
4, 256, 65536, 690, 1.714357684, 64.20171356201172
4, 256, 65536, 700, 1.722254029, 73.70366668701172
4, 256, 65536, 710, 1.734461236, 83.70366668701172
4, 256, 65536, 720, 1.742362641, 93.20171356201172
4, 256, 65536, 730, 1.754516423, 103.20171356201172
4, 256, 65536, 740, 1.77307312, 15.816825866699219
4, 256, 65536, 750, 1.785462901, 25.81682586669922
4, 256, 65536, 760, 1.801974141, 35.81682586669922
4, 256, 65536, 770, 1.814192789, 45.31487274169922
4, 256, 65536, 780, 1.822103006, 54.81682586669922
4, 256, 65536, 790, 1.834269299, 64.81682586669922
4, 256, 65536, 800, 1.846422661, 74.31487274169922
4, 256, 65536, 810, 1.858634906, 84.31487274169922
4, 256, 65536, 820, 1.869359654, 93.81682586669922
4, 256, 65536, 830, 1.877634127, 103.31487274169922
4, 256, 65536, 840, 1.89097568, 16.548507690429688
4, 256, 65536, 850, 1.901655517, 26.050460815429688
4, 256, 65536, 860, 1.91236438, 35.54850769042969
4, 256, 65536, 870, 1.922980797, 45.05046081542969
4, 256, 65536, 880, 1.931039707, 54.54850769042969
4, 256, 65536, 890, 1.938987351, 64.54850769042969
4, 256, 65536, 900, 1.946936592, 74.05046081542969
4, 256, 65536, 910, 1.954859657, 83.54850769042969
4, 256, 65536, 920, 1.96273275, 93.05046081542969
4, 256, 65536, 930, 1.973832107, 102.54850769042969
4, 256, 65536, 940, 1.986546992, 112.54850769042969
4, 256, 65536, 950, 1.994568738, 122.05046081542969
4, 256, 65536, 960, 2.010187667, 15.5218505859375
4, 256, 65536, 970, 2.018179414, 25.0198974609375
4, 256, 65536, 980, 2.026166025, 34.5218505859375
4, 256, 65536, 990, 2.034125922, 44.0198974609375
4, 256, 65536, 1000, 2.04635214, 54.0198974609375
4, 256, 65536, 1010, 2.054333978, 63.5218505859375
4, 256, 65536, 1020, 2.067412148, 73.0198974609375
4, 256, 65536, 1030, 2.078144707, 83.0198974609375
4, 256, 65536, 1040, 2.086508551, 92.5218505859375
4, 256, 65536, 1050, 2.094683096, 102.0198974609375
4, 256, 65536, 1060, 2.107072417, 112.0198974609375
4, 256, 65536, 1070, 2.115108862, 121.5218505859375
4, 256, 65536, 1080, 2.126339202, 13.564918518066406
4, 256, 65536, 1090, 2.138865199, 23.564918518066406
4, 256, 65536, 1100, 2.146963258, 33.066871643066406
4, 256, 65536, 1110, 2.155058805, 42.564918518066406
4, 256, 65536, 1120, 2.16312261, 52.066871643066406
4, 256, 65536, 1130, 2.173982545, 61.564918518066406
4, 256, 65536, 1140, 2.182185824, 71.5649185180664
4, 256, 65536, 1150, 2.190472937, 81.0668716430664
4, 256, 65536, 1160, 2.198606768, 90.5649185180664
4, 256, 65536, 1170, 2.206699532, 100.0668716430664
4, 256, 65536, 1180, 2.214816129, 109.5649185180664
4, 256, 65536, 1190, 2.222897897, 119.5649185180664
4, 256, 65536, 1200, 2.23469934, 12.782463073730469
4, 256, 65536, 1210, 2.242926221, 22.28050994873047
4, 256, 65536, 1220, 2.251031305, 31.78246307373047
4, 256, 65536, 1230, 2.259127145, 41.28050994873047
4, 256, 65536, 1240, 2.269504967, 50.78246307373047
4, 256, 65536, 1250, 2.282556308, 60.78246307373047
4, 256, 65536, 1260, 2.290767805, 70.28050994873047
4, 256, 65536, 1270, 2.303356667, 80.28050994873047
4, 256, 65536, 1280, 2.311470881, 89.78246307373047
4, 256, 65536, 1290, 2.319579787, 99.28050994873047
4, 256, 65536, 1300, 2.327597101, 108.78246307373047
4, 256, 65536, 1310, 2.335486354, 118.78246307373047
4, 256, 65536, 1320, 2.346951231, 10.899833679199219
4, 256, 65536, 1330, 2.357604501, 20.40178680419922
4, 256, 65536, 1340, 2.370857226, 29.89983367919922
4, 256, 65536, 1350, 2.382300832, 39.40178680419922
4, 256, 65536, 1360, 2.393260193, 49.40178680419922
4, 256, 65536, 1370, 2.402224767, 58.89983367919922
4, 256, 65536, 1380, 2.414687163, 68.40178680419922
4, 256, 65536, 1390, 2.422586859, 77.89983367919922
4, 256, 65536, 1400, 2.430529595, 87.89983367919922
4, 256, 65536, 1410, 2.438397854, 97.40178680419922
4, 256, 65536, 1420, 2.450580474, 106.89983367919922
4, 256, 65536, 1430, 2.45846156, 116.89983367919922
4, 256, 65536, 1440, 2.467203277, 126.40178680419922
4, 256, 65536, 1450, 2.477166114, 135.89983367919922
4, 256, 65536, 1460, 2.485204412, 145.40178680419922
4, 256, 65536, 1470, 2.49586817, 12.284294128417969
4, 256, 65536, 1480, 2.504023685, 22.28429412841797
4, 256, 65536, 1490, 2.516526259, 31.78624725341797
4, 256, 65536, 1500, 2.524651891, 41.28429412841797
4, 256, 65536, 1510, 2.532799168, 50.78624725341797
4, 256, 65536, 1520, 2.540775702, 60.78624725341797
4, 256, 65536, 1530, 2.552990808, 70.28429412841797
4, 256, 65536, 1540, 2.560855661, 79.78624725341797
4, 256, 65536, 1550, 2.571480863, 89.78624725341797
4, 256, 65536, 1560, 2.579529237, 99.28429412841797
4, 256, 65536, 1570, 2.591780447, 108.78624725341797
4, 256, 65536, 1580, 2.599787017, 118.78624725341797
4, 256, 65536, 1590, 2.607741111, 128.28429412841797
4, 256, 65536, 1600, 2.619865549, 137.78624725341797
4, 256, 65536, 1610, 2.627743691, 147.28429412841797
4, 256, 65536, 1620, 2.638674656, 13.939956665039062
4, 256, 65536, 1630, 2.646575014, 23.441909790039062
4, 256, 65536, 1640, 2.654448215, 32.93995666503906
4, 256, 65536, 1650, 2.662335775, 42.44190979003906
4, 256, 65536, 1660, 2.672977673, 51.93995666503906
4, 256, 65536, 1670, 2.680996233, 61.93995666503906
4, 256, 65536, 1680, 2.688958194, 71.44190979003906
4, 256, 65536, 1690, 2.696914314, 80.93995666503906
4, 256, 65536, 1700, 2.705021353, 90.44190979003906
4, 256, 65536, 1710, 2.712952254, 99.93995666503906
4, 256, 65536, 1720, 2.720881745, 109.93995666503906
4, 256, 65536, 1730, 2.72882656, 119.44190979003906
4, 256, 65536, 1740, 2.736744045, 128.93995666503906
4, 256, 65536, 1750, 2.74499118, 138.44190979003906
4, 256, 65536, 1760, 2.753071995, 147.93995666503906
4, 256, 65536, 1770, 2.763763806, 14.101432800292969
4, 256, 65536, 1780, 2.772295872, 23.60338592529297
4, 256, 65536, 1790, 2.780454713, 33.10143280029297
4, 256, 65536, 1800, 2.7884077, 42.60338592529297
4, 256, 65536, 1810, 2.796377437, 52.10143280029297
4, 256, 65536, 1820, 2.804316989, 62.10143280029297
4, 256, 65536, 1830, 2.812215725, 71.60338592529297
4, 256, 65536, 1840, 2.820114745, 81.10143280029297
4, 256, 65536, 1850, 2.827973974, 90.60338592529297
4, 256, 65536, 1860, 2.835849621, 100.10143280029297
4, 256, 65536, 1870, 2.843734267, 110.10143280029297
4, 256, 65536, 1880, 2.851604475, 119.60338592529297
4, 256, 65536, 1890, 2.859489409, 129.10143280029297
4, 256, 65536, 1900, 2.867475573, 138.60338592529297
4, 256, 65536, 1910, 2.876031984, 148.10143280029297
4, 256, 65536, 1920, 2.886513193, 13.924964904785156
4, 256, 65536, 1930, 2.894660942, 23.426918029785156
4, 256, 65536, 1940, 2.902780298, 32.924964904785156
4, 256, 65536, 1950, 2.910890127, 42.426918029785156
4, 256, 65536, 1960, 2.918977536, 51.924964904785156
4, 256, 65536, 1970, 2.927076727, 61.924964904785156
4, 256, 65536, 1980, 2.935181977, 71.42691802978516
4, 256, 65536, 1990, 2.943277825, 80.92496490478516
4, 256, 65536, 2000, 2.951457504, 90.42691802978516
4, 256, 65536, 2010, 2.959687114, 99.92496490478516
4, 256, 65536, 2020, 2.96783059, 109.92496490478516
4, 256, 65536, 2030, 2.976159801, 119.42691802978516
4, 256, 65536, 2040, 2.984417325, 128.92496490478516
4, 256, 65536, 2050, 2.992586674, 138.42691802978516
4, 256, 65536, 2060, 3.00073377, 147.92496490478516
4, 256, 65536, 2070, 3.011179629, 13.081840515136719
4, 256, 65536, 2080, 3.019300812, 22.58379364013672
4, 256, 65536, 2090, 3.027415837, 32.08184051513672
4, 256, 65536, 2100, 3.035483571, 41.58379364013672
4, 256, 65536, 2110, 3.043562884, 51.08184051513672
4, 256, 65536, 2120, 3.05161876, 61.08184051513672
4, 256, 65536, 2130, 3.059712483, 70.58379364013672
4, 256, 65536, 2140, 3.067806885, 80.08184051513672
4, 256, 65536, 2150, 3.076044723, 89.58379364013672
4, 256, 65536, 2160, 3.084270238, 99.08184051513672
4, 256, 65536, 2170, 3.092461683, 109.08184051513672
4, 256, 65536, 2180, 3.100630135, 118.58379364013672
4, 256, 65536, 2190, 3.108792171, 128.08184051513672
4, 256, 65536, 2200, 3.11693654, 137.58379364013672
