#tm, #states, #transitions, steps, time(s), memory(MB)
2, 16, 256, 100, 0.04319835, 2.0567474365234375
3, 64, 4096, 100, 0.127493516, 13.332763671875
4, 256, 65536, 100, 1.553881974, 125.54178619384766
5, 1024, 1048576, 100, 15.598015656, 1737.501953125
