steps, time(s), memory(MB)
0, 2.2789E-5, 1.0578155517578125
1000, 0.017828725, 4.7687225341796875
2000, 0.02605245, 3.8835601806640625
3000, 0.038315317, 3.9497756958007812
4000, 0.04629283, 4.001548767089844
5000, 0.054409978, 4.0023193359375
6000, 0.062293455, 4.050971984863281
7000, 0.070808522, 1.1160354614257812
8000, 0.078683749, 1.1751632690429688
9000, 0.087184306, 1.5522537231445312
10000, 0.096041468, 4.552253723144531
11000, 0.101932373, 7.552253723144531
12000, 0.107943819, 10.552253723144531
13000, 0.113882223, 13.552253723144531
14000, 0.119567345, 16.55225372314453
15000, 0.12510469, 19.55225372314453
16000, 0.130671278, 22.55225372314453
17000, 0.138235611, 25.55225372314453
18000, 0.142837863, 28.55225372314453
19000, 0.14687111, 31.55225372314453
20000, 0.150695477, 34.55225372314453
21000, 0.15449655, 37.05030059814453
22000, 0.15901316, 2.0518951416015625
23000, 0.161836949, 5.0518951416015625
24000, 0.164667116, 7.5538482666015625
25000, 0.16745912, 10.553848266601562
26000, 0.170203759, 13.553848266601562
27000, 0.172995154, 16.051895141601562
28000, 0.175790467, 19.051895141601562
29000, 0.178557786, 22.051895141601562
30000, 0.181354779, 24.553848266601562
31000, 0.184193949, 27.553848266601562
32000, 0.186994832, 30.553848266601562
33000, 0.189814629, 33.05189514160156
34000, 0.192607685, 36.05189514160156
35000, 0.195440247, 39.05189514160156
36000, 0.198971207, 3.5573196411132812
37000, 0.201819865, 6.557319641113281
38000, 0.204624046, 9.557319641113281
39000, 0.207444332, 12.557319641113281
40000, 0.210181665, 15.055366516113281
41000, 0.212970615, 18.05536651611328
42000, 0.215751667, 21.05536651611328
43000, 0.218492015, 23.55731964111328
44000, 0.221276288, 26.55731964111328
45000, 0.224058559, 29.55731964111328
46000, 0.226842226, 32.05536651611328
47000, 0.229619796, 35.05536651611328
48000, 0.234475794, 38.05536651611328
49000, 0.238790526, 2.5562057495117188
50000, 0.241622972, 5.556205749511719
51000, 0.24442396, 8.556205749511719
52000, 0.247196786, 11.054252624511719
53000, 0.249933162, 14.054252624511719
54000, 0.25271144, 17.05425262451172
55000, 0.255526341, 19.55620574951172
56000, 0.258269273, 22.55620574951172
57000, 0.261048762, 25.55620574951172
58000, 0.26382557, 28.05425262451172
59000, 0.266574526, 31.05425262451172
60000, 0.269359377, 34.05425262451172
61000, 0.272145494, 36.55620574951172
62000, 0.275770558, 1.5624923706054688
63000, 0.279477415, 4.562492370605469
64000, 0.283199672, 7.060539245605469
65000, 0.286930479, 10.060539245605469
66000, 0.290677225, 13.060539245605469
67000, 0.294435797, 16.06053924560547
68000, 0.298261979, 18.56249237060547
69000, 0.302008294, 21.56249237060547
70000, 0.30578169, 24.56249237060547
71000, 0.30867766, 27.06053924560547
72000, 0.311461365, 30.06053924560547
73000, 0.314204002, 33.06053924560547
74000, 0.316988375, 35.56249237060547
75000, 0.319771712, 38.56249237060547
76000, 0.322514878, 41.56249237060547
77000, 0.325331013, 44.06053924560547
78000, 0.328110416, 47.06053924560547
79000, 0.331444169, 50.06053924560547
80000, 0.336636691, 52.56249237060547
81000, 0.340216313, 3.5624923706054688
82000, 0.343053129, 6.562492370605469
83000, 0.345823477, 9.060539245605469
84000, 0.348629882, 12.060539245605469
85000, 0.351406303, 15.060539245605469
86000, 0.354156508, 17.56249237060547
87000, 0.356989415, 20.56249237060547
88000, 0.359780165, 23.56249237060547
89000, 0.362525678, 26.06053924560547
90000, 0.36529869, 29.06053924560547
91000, 0.368069065, 32.06053924560547
92000, 0.370805544, 34.56249237060547
93000, 0.373574647, 37.56249237060547
94000, 0.376344423, 40.56249237060547
95000, 0.37907941, 43.56249237060547
96000, 0.381847482, 46.06053924560547
97000, 0.384650654, 49.06053924560547
98000, 0.387498286, 52.06053924560547
99000, 0.391269232, 2.5688095092773438
100000, 0.394012324, 5.568809509277344
101000, 0.396785656, 8.568809509277344
102000, 0.399589271, 11.066856384277344
103000, 0.402338454, 14.066856384277344
104000, 0.405151714, 17.066856384277344
105000, 0.407972296, 19.568809509277344
106000, 0.41070938, 22.568809509277344
107000, 0.413483664, 25.568809509277344
108000, 0.416506154, 28.066856384277344
109000, 0.419295493, 31.066856384277344
110000, 0.422045562, 34.066856384277344
111000, 0.424824539, 36.568809509277344
112000, 0.427633287, 39.568809509277344
113000, 0.430404063, 42.568809509277344
114000, 0.435556698, 45.066856384277344
115000, 0.439173623, 48.066856384277344
116000, 0.44192065, 51.066856384277344
117000, 0.445471359, 1.5759201049804688
118000, 0.448281378, 4.575920104980469
119000, 0.451030297, 7.575920104980469
120000, 0.453811759, 10.073966979980469
121000, 0.456615479, 13.073966979980469
122000, 0.459400305, 16.07396697998047
123000, 0.462147372, 19.07396697998047
124000, 0.464931396, 21.57592010498047
125000, 0.467713321, 24.57592010498047
126000, 0.470455904, 27.57592010498047
127000, 0.473244753, 30.07396697998047
128000, 0.476061353, 33.07396697998047
129000, 0.478814443, 36.07396697998047
130000, 0.481600866, 38.57592010498047
131000, 0.48438119, 41.57592010498047
132000, 0.487209871, 44.57592010498047
133000, 0.489954862, 47.07396697998047
134000, 0.492736034, 50.07396697998047
135000, 0.495519716, 53.07396697998047
136000, 0.499936, 3.5761032104492188
137000, 0.503681552, 6.576103210449219
138000, 0.507498214, 9.576103210449219
139000, 0.51127422, 12.074150085449219
140000, 0.51498727, 15.074150085449219
141000, 0.518725916, 18.07415008544922
142000, 0.521991768, 20.57610321044922
143000, 0.524780589, 23.57610321044922
144000, 0.527601422, 26.57610321044922
145000, 0.530351887, 29.07415008544922
146000, 0.535325251, 32.07415008544922
147000, 0.539227652, 35.07415008544922
148000, 0.542020612, 37.57610321044922
149000, 0.54481017, 40.57610321044922
150000, 0.547594625, 43.57610321044922
151000, 0.550347522, 46.57610321044922
152000, 0.553135831, 49.07415008544922
153000, 0.555967403, 52.07415008544922
154000, 0.55872059, 55.07415008544922
155000, 0.561509334, 57.57610321044922
156000, 0.564295367, 60.57610321044922
157000, 0.567043999, 63.57610321044922
158000, 0.570379571, 3.0793380737304688
159000, 0.573168039, 6.079338073730469
160000, 0.575977944, 9.079338073730469
161000, 0.57873237, 11.581291198730469
162000, 0.581516122, 14.581291198730469
163000, 0.584298273, 17.58129119873047
164000, 0.587596063, 20.07933807373047
165000, 0.590462261, 23.07933807373047
166000, 0.59325885, 26.07933807373047
167000, 0.59612788, 28.58129119873047
168000, 0.598879892, 31.58129119873047
169000, 0.60167503, 34.58129119873047
170000, 0.604470378, 37.07933807373047
171000, 0.607304497, 40.07933807373047
172000, 0.610060945, 43.07933807373047
173000, 0.612885334, 45.58129119873047
174000, 0.615683906, 48.58129119873047
