#tm, #states, #transitions, steps, time(s), memory(MB)
4, 256, 65536, 2780, 13.939761948, 15.156471252441406
4, 256, 65536, 2790, 13.988779027, 24.654518127441406
4, 256, 65536, 2800, 14.03746086, 33.654518127441406
4, 256, 65536, 2810, 14.087180871, 4.224021911621094
4, 256, 65536, 2820, 14.135723924, 13.722068786621094
4, 256, 65536, 2830, 14.184427463, 23.224021911621094
4, 256, 65536, 2840, 14.234383868, 32.722068786621094
4, 256, 65536, 2850, 14.284902294, 3.3359603881835938
4, 256, 65536, 2860, 14.334658067, 12.834007263183594
4, 256, 65536, 2870, 14.38463385, 22.335960388183594
4, 256, 65536, 2880, 14.434246676, 31.834007263183594
4, 256, 65536, 2890, 14.484297319, 40.834007263183594
4, 256, 65536, 2900, 14.534381743, 11.103080749511719
4, 256, 65536, 2910, 14.583623111, 20.60112762451172
4, 256, 65536, 2920, 14.63251494, 30.10308074951172
4, 256, 65536, 2930, 14.681491153, 39.60112762451172
4, 256, 65536, 2940, 14.730930789, 10.189483642578125
4, 256, 65536, 2950, 14.780679715, 19.687530517578125
4, 256, 65536, 2960, 14.829483823, 29.189483642578125
4, 256, 65536, 2970, 14.878507611, 38.687530517578125
4, 256, 65536, 2980, 14.929226096, 8.790794372558594
4, 256, 65536, 2990, 14.979021998, 18.292747497558594
4, 256, 65536, 3000, 15.028769677, 27.790794372558594
4, 256, 65536, 3010, 15.078223389, 37.292747497558594
4, 256, 65536, 3020, 15.127975244, 7.885536193847656
4, 256, 65536, 3030, 15.177268816, 17.387489318847656
4, 256, 65536, 3040, 15.226817538, 26.885536193847656
4, 256, 65536, 3050, 15.276300736, 36.387489318847656
4, 256, 65536, 3060, 15.326214044, 6.677742004394531
4, 256, 65536, 3070, 15.375136709, 15.677742004394531
4, 256, 65536, 3080, 15.42481556, 25.17969512939453
4, 256, 65536, 3090, 15.473978589, 34.67774200439453
4, 256, 65536, 3100, 15.523668977, 5.255104064941406
4, 256, 65536, 3110, 15.572586252, 14.753150939941406
4, 256, 65536, 3120, 15.621735836, 24.255104064941406
4, 256, 65536, 3130, 15.670408806, 33.753150939941406
4, 256, 65536, 3140, 15.721644713, 4.371498107910156
4, 256, 65536, 3150, 15.771030506, 13.869544982910156
4, 256, 65536, 3160, 15.82010917, 22.869544982910156
4, 256, 65536, 3170, 15.868598402, 32.371498107910156
4, 256, 65536, 3180, 15.919035013, 2.6467437744140625
4, 256, 65536, 3190, 15.968588641, 12.148696899414062
4, 256, 65536, 3200, 16.018644169, 21.646743774414062
4, 256, 65536, 3210, 16.068623022, 31.148696899414062
4, 256, 65536, 3220, 16.118389359, 40.64674377441406
4, 256, 65536, 3230, 16.168188736, 11.229835510253906
4, 256, 65536, 3240, 16.217580196, 20.727882385253906
4, 256, 65536, 3250, 16.267454049, 29.727882385253906
4, 256, 65536, 3260, 16.317569054, 39.229835510253906
4, 256, 65536, 3270, 16.368056723, 9.82232666015625
4, 256, 65536, 3280, 16.418035427, 19.32427978515625
