#tm, #states, #transitions, steps, time(s), memory(MB)
4, 256, 65536, 0, 6.7632E-5, 1.3091888427734375
4, 256, 65536, 10, 0.019288876, 3.5969314575195312
4, 256, 65536, 20, 0.029083668, 4.639991760253906
4, 256, 65536, 30, 0.038374783, 4.4546966552734375
4, 256, 65536, 40, 0.047063827, 8.231292724609375
4, 256, 65536, 50, 0.058441253, 11.801010131835938
4, 256, 65536, 60, 0.069135468, 21.302963256835938
4, 256, 65536, 70, 0.07957808, 30.801010131835938
4, 256, 65536, 80, 0.090020627, 40.30296325683594
4, 256, 65536, 90, 0.09926813, 10.167755126953125
4, 256, 65536, 100, 0.106944044, 20.167755126953125
4, 256, 65536, 110, 0.114617713, 29.669708251953125
4, 256, 65536, 120, 0.122302558, 39.167755126953125
4, 256, 65536, 130, 0.130667342, 8.502960205078125
4, 256, 65536, 140, 0.138339458, 18.001007080078125
4, 256, 65536, 150, 0.146009353, 28.001007080078125
4, 256, 65536, 160, 0.153719965, 37.502960205078125
4, 256, 65536, 170, 0.162052343, 6.76171875
4, 256, 65536, 180, 0.169729417, 16.263671875
4, 256, 65536, 190, 0.177387893, 25.76171875
4, 256, 65536, 200, 0.185067118, 35.76171875
4, 256, 65536, 210, 0.194897565, 5.6733245849609375
4, 256, 65536, 220, 0.20532061, 15.171371459960938
4, 256, 65536, 230, 0.215752532, 24.673324584960938
4, 256, 65536, 240, 0.226156689, 34.17137145996094
4, 256, 65536, 250, 0.236587866, 44.17137145996094
4, 256, 65536, 260, 0.247004187, 53.67332458496094
4, 256, 65536, 270, 0.257494006, 63.17137145996094
4, 256, 65536, 280, 0.265565815, 72.67332458496094
4, 256, 65536, 290, 0.274287739, 5.364479064941406
4, 256, 65536, 300, 0.281975347, 15.364479064941406
4, 256, 65536, 310, 0.289642201, 24.866432189941406
4, 256, 65536, 320, 0.297299152, 34.364479064941406
4, 256, 65536, 330, 0.304960755, 43.866432189941406
4, 256, 65536, 340, 0.312651943, 53.364479064941406
4, 256, 65536, 350, 0.320313464, 63.364479064941406
4, 256, 65536, 360, 0.328005187, 72.8664321899414
4, 256, 65536, 370, 0.336301263, 4.81610107421875
4, 256, 65536, 380, 0.343982573, 14.31805419921875
4, 256, 65536, 390, 0.3516545, 23.81610107421875
4, 256, 65536, 400, 0.359739265, 33.81610107421875
4, 256, 65536, 410, 0.367411547, 43.31805419921875
4, 256, 65536, 420, 0.375102373, 52.81610107421875
4, 256, 65536, 430, 0.382781836, 62.31805419921875
4, 256, 65536, 440, 0.390440176, 71.81610107421875
4, 256, 65536, 450, 0.398961529, 4.9576416015625
4, 256, 65536, 460, 0.406632383, 14.4595947265625
4, 256, 65536, 470, 0.414301283, 23.9576416015625
4, 256, 65536, 480, 0.421974903, 33.4595947265625
4, 256, 65536, 490, 0.429642228, 42.9576416015625
4, 256, 65536, 500, 0.437328589, 52.9576416015625
4, 256, 65536, 510, 0.444944744, 62.4595947265625
4, 256, 65536, 520, 0.452528559, 71.9576416015625
4, 256, 65536, 530, 0.462064619, 4.6248016357421875
4, 256, 65536, 540, 0.472207034, 14.122848510742188
4, 256, 65536, 550, 0.482365941, 24.122848510742188
4, 256, 65536, 560, 0.492490796, 33.62480163574219
4, 256, 65536, 570, 0.501303822, 43.12284851074219
4, 256, 65536, 580, 0.508766009, 52.62480163574219
4, 256, 65536, 590, 0.516226934, 62.12284851074219
4, 256, 65536, 600, 0.523694797, 72.12284851074219
4, 256, 65536, 610, 0.53128019, 81.62480163574219
4, 256, 65536, 620, 0.538908097, 91.12284851074219
4, 256, 65536, 630, 0.546369739, 100.62480163574219
4, 256, 65536, 640, 0.555020614, 11.203804016113281
4, 256, 65536, 650, 0.562901074, 21.20380401611328
4, 256, 65536, 660, 0.5704157, 30.70575714111328
4, 256, 65536, 670, 0.57787389, 40.20380401611328
4, 256, 65536, 680, 0.585388299, 49.70575714111328
4, 256, 65536, 690, 0.592965599, 59.20380401611328
4, 256, 65536, 700, 0.600509929, 69.20380401611328
4, 256, 65536, 710, 0.608017877, 78.70575714111328
4, 256, 65536, 720, 0.615476341, 88.20380401611328
4, 256, 65536, 730, 0.622934348, 97.70575714111328
4, 256, 65536, 740, 0.631425817, 8.320648193359375
4, 256, 65536, 750, 0.638909977, 17.822601318359375
4, 256, 65536, 760, 0.646365338, 27.822601318359375
4, 256, 65536, 770, 0.653926327, 37.320648193359375
4, 256, 65536, 780, 0.661784284, 46.822601318359375
4, 256, 65536, 790, 0.669292322, 56.320648193359375
4, 256, 65536, 800, 0.6767545, 65.82260131835938
4, 256, 65536, 810, 0.68423666, 75.82260131835938
4, 256, 65536, 820, 0.691693007, 85.32064819335938
4, 256, 65536, 830, 0.699152153, 94.82260131835938
4, 256, 65536, 840, 0.707767661, 5.3933258056640625
4, 256, 65536, 850, 0.715241695, 14.895278930664062
4, 256, 65536, 860, 0.722713258, 24.895278930664062
4, 256, 65536, 870, 0.730180449, 34.39332580566406
4, 256, 65536, 880, 0.737960813, 43.89527893066406
4, 256, 65536, 890, 0.745539875, 53.39332580566406
4, 256, 65536, 900, 0.753090138, 62.89527893066406
4, 256, 65536, 910, 0.760887142, 72.89527893066406
4, 256, 65536, 920, 0.768370684, 82.39332580566406
4, 256, 65536, 930, 0.775833511, 91.89527893066406
4, 256, 65536, 940, 0.783308564, 101.39332580566406
4, 256, 65536, 950, 0.791440201, 11.363967895507812
4, 256, 65536, 960, 0.798912226, 21.363967895507812
4, 256, 65536, 970, 0.806401513, 30.862014770507812
4, 256, 65536, 980, 0.813863777, 40.36396789550781
